time_ms,soma_mv,path100_mv,path200_mv,path300_mv,path400_mv,contact_mv
15.895,-83.1525499667,-84.8528109552,-85.0998605405,-85.0996118256,-85.1008114101,-85.1106335296
15.9,-83.1552396008,-84.8531425141,-85.0998840315,-85.0996304534,-85.1008363414,-85.1106639671
15.905,-83.1579270374,-84.8534738312,-85.099907506,-85.0996490633,-85.1008612433,-85.1106943659
15.91,-83.1606122781,-84.8538049068,-85.0999309641,-85.0996676553,-85.1008861157,-85.1107247261
15.915,-83.1632953247,-84.8541357411,-85.0999544058,-85.0996862295,-85.1009109587,-85.1107550479
15.92,-83.1659761789,-84.854466334,-85.0999778311,-85.0997047858,-85.1009357724,-85.1107853313
15.925,-83.1686548427,-84.854796686,-85.1000012401,-85.0997233244,-85.1009605569,-85.1108155764
15.93,-83.1713313178,-84.8551267969,-85.1000246326,-85.0997418452,-85.1009853121,-85.1108457833
15.935,-83.1740056058,-84.8554566672,-85.1000480089,-85.0997603483,-85.1010100383,-85.1108759521
15.94,-83.1766777086,-84.8557862968,-85.1000713688,-85.0997788337,-85.1010347353,-85.1109060828
15.945,-83.179347628,-84.856115686,-85.1000947124,-85.0997973015,-85.1010594034,-85.1109361755
15.95,-83.1820153657,-84.8564448348,-85.1001180397,-85.0998157517,-85.1010840424,-85.1109662303
15.955,-83.1846809235,-84.8567737436,-85.1001413508,-85.0998341842,-85.1011086526,-85.1109962473
15.96,-83.1873443032,-84.8571024124,-85.1001646456,-85.0998525992,-85.101133234,-85.1110262266
15.965,-83.1900055064,-84.8574308413,-85.1001879242,-85.0998709967,-85.1011577865,-85.1110561682
15.97,-83.1926645351,-84.8577590306,-85.1002111865,-85.0998893766,-85.1011823104,-85.1110860722
15.975,-83.1953213909,-84.8580869804,-85.1002344327,-85.0999077391,-85.1012068056,-85.1111159387
15.98,-83.1979760756,-84.8584146909,-85.1002576627,-85.0999260842,-85.1012312721,-85.1111457678
15.985,-83.2006285911,-84.8587421621,-85.1002808765,-85.0999444119,-85.1012557102,-85.1111755596
15.99,-83.2032789389,-84.8590693944,-85.1003040741,-85.0999627221,-85.1012801197,-85.1112053141
15.995,-83.2059271209,-84.8593963878,-85.1003272557,-85.0999810151,-85.1013045008,-85.1112350314
16,-83.2085731389,-84.8597231424,-85.1003504211,-85.0999992907,-85.1013288536,-85.1112647117
16.005,-83.2112169945,-84.8600496585,-85.1003735704,-85.100017549,-85.101353178,-85.1112943549
16.01,-83.2138586896,-84.8603759362,-85.1003967037,-85.1000357901,-85.1013774742,-85.1113239611
16.015,-83.2164982259,-84.8607019757,-85.1004198209,-85.1000540139,-85.1014017422,-85.1113535305
16.02,-83.2191356052,-84.8610277771,-85.100442922,-85.1000722206,-85.1014259821,-85.1113830631
16.025,-83.2217708292,-84.8613533406,-85.1004660072,-85.1000904101,-85.1014501938,-85.1114125589
16.03,-83.2244038996,-84.8616786663,-85.1004890763,-85.1001085825,-85.1014743776,-85.1114420182
16.035,-83.2270348183,-84.8620037544,-85.1005121294,-85.1001267377,-85.1014985334,-85.1114714409
16.04,-83.2296635869,-84.862328605,-85.1005351666,-85.1001448759,-85.1015226612,-85.111500827
16.045,-83.2322902072,-84.8626532184,-85.1005581878,-85.100162997,-85.1015467612,-85.1115301768
16.05,-83.2349146809,-84.8629775946,-85.100581193,-85.1001811012,-85.1015708334,-85.1115594903
16.055,-83.2375370098,-84.8633017339,-85.1006041824,-85.1001991883,-85.1015948779,-85.1115887675
16.06,-83.2401571957,-84.8636256363,-85.1006271558,-85.1002172585,-85.1016188947,-85.1116180085
16.065,-83.2427752403,-84.8639493021,-85.1006501134,-85.1002353117,-85.1016428839,-85.1116472134
16.07,-83.2453911452,-84.8642727314,-85.100673055,-85.1002533481,-85.1016668454,-85.1116763823
16.075,-83.2480049123,-84.8645959244,-85.1006959808,-85.1002713676,-85.1016907795,-85.1117055153
16.08,-83.2506165433,-84.8649188811,-85.1007188908,-85.1002893702,-85.1017146861,-85.1117346123
16.085,-83.25322604,-84.8652416019,-85.100741785,-85.1003073561,-85.1017385653,-85.1117636736
16.09,-83.255833404,-84.8655640868,-85.1007646633,-85.1003253252,-85.1017624172,-85.1117926991
16.095,-83.258438637,-84.8658863359,-85.1007875259,-85.1003432775,-85.1017862417,-85.111821689
16.1,-83.2610417409,-84.8662083495,-85.1008103727,-85.1003612131,-85.101810039,-85.1118506433
16.105,-83.2636427174,-84.8665301278,-85.1008332038,-85.100379132,-85.1018338092,-85.1118795621
16.11,-83.2662415682,-84.8668516707,-85.1008560191,-85.1003970342,-85.1018575521,-85.1119084455
16.115,-83.2688382949,-84.8671729787,-85.1008788187,-85.1004149198,-85.1018812681,-85.1119372936
16.12,-83.2714328995,-84.8674940517,-85.1009016026,-85.1004327888,-85.101904957,-85.1119661063
16.125,-83.2740253835,-84.8678148899,-85.1009243708,-85.1004506412,-85.1019286189,-85.1119948839
16.13,-83.2766157487,-84.8681354935,-85.1009471233,-85.1004684771,-85.1019522539,-85.1120236263
16.135,-83.2792039969,-84.8684558627,-85.1009698602,-85.1004862964,-85.1019758621,-85.1120523336
16.14,-83.2817901297,-84.8687759976,-85.1009925814,-85.1005040993,-85.1019994435,-85.112081006
16.145,-83.2843741488,-84.8690958984,-85.1010152871,-85.1005218857,-85.1020229981,-85.1121096435
16.15,-83.2869560561,-84.8694155652,-85.1010379771,-85.1005396557,-85.102046526,-85.1121382461
16.155,-83.2895358532,-84.8697349982,-85.1010606515,-85.1005574092,-85.1020700273,-85.1121668139
16.16,-83.2921135419,-84.8700541976,-85.1010833104,-85.1005751464,-85.102093502,-85.1121953471
16.165,-83.2946891237,-84.8703731635,-85.1011059537,-85.1005928672,-85.1021169501,-85.1122238456
16.17,-83.2972626006,-84.870691896,-85.1011285815,-85.1006105717,-85.1021403718,-85.1122523096
16.175,-83.2998339741,-84.8710103953,-85.1011511937,-85.1006282599,-85.102163767,-85.1122807391
16.18,-83.3024032461,-84.8713286617,-85.1011737905,-85.1006459319,-85.1021871359,-85.1123091342
16.185,-83.3049704181,-84.8716466951,-85.1011963718,-85.1006635876,-85.1022104785,-85.112337495
16.19,-83.307535492,-84.8719644959,-85.1012189376,-85.100681227,-85.1022337947,-85.1123658215
16.195,-83.3100984694,-84.8722820641,-85.1012414879,-85.1006988504,-85.1022570848,-85.1123941138
16.2,-83.3126593521,-84.8725994,-85.1012640228,-85.1007164575,-85.1022803487,-85.112422372
16.205,-83.3152181417,-84.8729165036,-85.1012865423,-85.1007340485,-85.1023035865,-85.1124505961
16.21,-83.31777484,-84.8732333751,-85.1013090464,-85.1007516234,-85.1023267982,-85.1124787863
16.215,-83.3203294487,-84.8735500147,-85.1013315351,-85.1007691823,-85.1023499839,-85.1125069425
16.22,-83.3228819694,-84.8738664226,-85.1013540084,-85.1007867251,-85.1023731436,-85.1125350649
16.225,-83.3254324039,-84.8741825989,-85.1013764664,-85.1008042519,-85.1023962775,-85.1125631535
16.23,-83.3279807539,-84.8744985437,-85.101398909,-85.1008217627,-85.1024193855,-85.1125912085
16.235,-83.3305270211,-84.8748142573,-85.1014213363,-85.1008392575,-85.1024424677,-85.1126192298
16.24,-83.3330712072,-84.8751297398,-85.1014437483,-85.1008567364,-85.1024655241,-85.1126472175
16.245,-83.3356133138,-84.8754449912,-85.101466145,-85.1008741994,-85.1024885549,-85.1126751718
16.25,-83.3381533428,-84.8757600119,-85.1014885265,-85.1008916465,-85.10251156,-85.1127030926
16.255,-83.3406912956,-84.8760748019,-85.1015108926,-85.1009090777,-85.1025345395,-85.1127309801
16.26,-83.3432271742,-84.8763893615,-85.1015332436,-85.1009264931,-85.1025574935,-85.1127588343
16.265,-83.3457609802,-84.8767036907,-85.1015555793,-85.1009438928,-85.1025804219,-85.1127866553
16.27,-83.3482927151,-84.8770177898,-85.1015778998,-85.1009612766,-85.102603325,-85.1128144431
16.275,-83.3508223809,-84.8773316588,-85.1016002051,-85.1009786447,-85.1026262026,-85.1128421979
16.28,-83.3533499791,-84.877645298,-85.1016224952,-85.100995997,-85.1026490549,-85.1128699196
16.285,-83.3558755114,-84.8779587074,-85.1016447702,-85.1010133337,-85.1026718819,-85.1128976084
16.29,-83.3583989796,-84.8782718874,-85.10166703,-85.1010306547,-85.1026946836,-85.1129252643
16.295,-83.3609203852,-84.8785848379,-85.1016892747,-85.1010479601,-85.1027174602,-85.1129528874
16.3,-83.36343973,-84.8788975593,-85.1017115042,-85.1010652498,-85.1027402116,-85.1129804778
16.305,-83.3659570158,-84.8792100515,-85.1017337187,-85.101082524,-85.102762938,-85.1130080355
16.31,-83.3684722441,-84.8795223149,-85.1017559181,-85.1010997826,-85.1027856392,-85.1130355606
16.315,-83.3709854166,-84.8798343495,-85.1017781024,-85.1011170256,-85.1028083155,-85.1130630532
16.32,-83.3734965351,-84.8801461555,-85.1018002717,-85.1011342531,-85.1028309669,-85.1130905133
16.325,-83.3760056012,-84.8804577331,-85.1018224259,-85.1011514652,-85.1028535933,-85.113117941
16.33,-83.3785126165,-84.8807690824,-85.1018445652,-85.1011686618,-85.102876195,-85.1131453363
16.335,-83.3810175828,-84.8810802036,-85.1018666894,-85.101185843,-85.1028987718,-85.1131726994
16.34,-83.3835205018,-84.8813910968,-85.1018887986,-85.1012030087,-85.1029213238,-85.1132000303
16.345,-83.3860213751,-84.8817017623,-85.1019108929,-85.1012201591,-85.1029438512,-85.113227329
16.35,-83.3885202044,-84.8820122001,-85.1019329722,-85.1012372941,-85.1029663539,-85.1132545957
16.355,-83.3910169913,-84.8823224104,-85.1019550365,-85.1012544138,-85.1029888321,-85.1132818304
16.36,-83.3935117376,-84.8826323933,-85.101977086,-85.1012715181,-85.1030112856,-85.1133090331
16.365,-83.3960044449,-84.8829421491,-85.1019991205,-85.1012886072,-85.1030337147,-85.1133362039
16.37,-83.3984951148,-84.8832516779,-85.1020211401,-85.1013056811,-85.1030561193,-85.1133633429
16.375,-83.4009837491,-84.8835609798,-85.1020431449,-85.1013227397,-85.1030784995,-85.1133904502
16.38,-83.4034703494,-84.8838700551,-85.1020651348,-85.1013397831,-85.1031008553,-85.1134175258
16.385,-83.4059549174,-84.8841789038,-85.1020871099,-85.1013568114,-85.1031231869,-85.1134445698
16.39,-83.4084374547,-84.8844875261,-85.1021090701,-85.1013738244,-85.1031454941,-85.1134715822
16.395,-83.4109179631,-84.8847959222,-85.1021310155,-85.1013908224,-85.1031677772,-85.1134985631
16.4,-83.4133964441,-84.8851040922,-85.1021529461,-85.1014078053,-85.1031900361,-85.1135255126
16.405,-83.4158728994,-84.8854120363,-85.1021748619,-85.101424773,-85.1032122708,-85.1135524308
16.41,-83.4183473307,-84.8857197547,-85.102196763,-85.1014417258,-85.1032344815,-85.1135793176
16.415,-83.4208197397,-84.8860272474,-85.1022186493,-85.1014586635,-85.1032566681,-85.1136061732
16.42,-83.423290128,-84.8863345148,-85.1022405209,-85.1014755862,-85.1032788308,-85.1136329977
16.425,-83.4257584973,-84.8866415568,-85.1022623777,-85.1014924939,-85.1033009696,-85.113659791
16.43,-83.4282248491,-84.8869483737,-85.1022842198,-85.1015093866,-85.1033230844,-85.1136865533
16.435,-83.4306891853,-84.8872549657,-85.1023060473,-85.1015262645,-85.1033451754,-85.1137132847
16.44,-83.4331515073,-84.8875613328,-85.1023278601,-85.1015431274,-85.1033672426,-85.1137399851
16.445,-83.435611817,-84.8878674753,-85.1023496582,-85.1015599755,-85.1033892861,-85.1137666546
16.45,-83.4380701158,-84.8881733934,-85.1023714416,-85.1015768087,-85.1034113059,-85.1137932933
16.455,-83.4405264056,-84.888479087,-85.1023932105,-85.101593627,-85.103433302,-85.1138199014
16.46,-83.4429806878,-84.8887845565,-85.1024149647,-85.1016104306,-85.1034552745,-85.1138464787
16.465,-83.4454329643,-84.889089802,-85.1024367043,-85.1016272194,-85.1034772235,-85.1138730255
16.47,-83.4478832366,-84.8893948236,-85.1024584294,-85.1016439934,-85.1034991489,-85.1138995417
16.475,-83.4503315063,-84.8896996215,-85.1024801398,-85.1016607527,-85.1035210509,-85.1139260274
16.48,-83.4527777751,-84.8900041959,-85.1025018357,-85.1016774973,-85.1035429294,-85.1139524827
16.485,-83.4552220447,-84.8903085469,-85.1025235171,-85.1016942272,-85.1035647845,-85.1139789077
16.49,-83.4576643167,-84.8906126746,-85.102545184,-85.1017109425,-85.1035866164,-85.1140053023
16.495,-83.4601045927,-84.8909165793,-85.1025668363,-85.1017276431,-85.1036084249,-85.1140316667
16.5,-83.4625428743,-84.891220261,-85.1025884742,-85.1017443291,-85.1036302102,-85.114058001
16.505,-83.4649791633,-84.89152372,-85.1026100976,-85.1017610005,-85.1036519723,-85.1140843051
16.51,-83.4674134612,-84.8918269563,-85.1026317065,-85.1017776574,-85.1036737112,-85.1141105791
16.515,-83.4698457697,-84.8921299703,-85.1026533009,-85.1017942997,-85.103695427,-85.1141368232
16.52,-83.4722760904,-84.8924327619,-85.102674881,-85.1018109275,-85.1037171198,-85.1141630374
16.525,-83.474704425,-84.8927353314,-85.1026964466,-85.1018275408,-85.1037387896,-85.1141892216
16.53,-83.477130775,-84.8930376789,-85.1027179978,-85.1018441396,-85.1037604363,-85.1142153761
16.535,-83.4795551422,-84.8933398046,-85.1027395346,-85.101860724,-85.1037820602,-85.1142415008
16.54,-83.481977528,-84.8936417086,-85.1027610571,-85.101877294,-85.1038036611,-85.1142675958
16.545,-83.4843979343,-84.8939433911,-85.1027825652,-85.1018938496,-85.1038252392,-85.1142936612
16.55,-83.4868163625,-84.8942448523,-85.1028040589,-85.1019103907,-85.1038467945,-85.114319697
16.555,-83.4892328143,-84.8945460922,-85.1028255384,-85.1019269176,-85.1038683271,-85.1143457032
16.56,-83.4916472914,-84.8948471112,-85.1028470035,-85.1019434301,-85.1038898369,-85.1143716801
16.565,-83.4940597954,-84.8951479092,-85.1028684543,-85.1019599283,-85.1039113241,-85.1143976275
16.57,-83.4964703278,-84.8954484865,-85.1028898908,-85.1019764123,-85.1039327887,-85.1144235456
16.575,-83.4988788903,-84.8957488433,-85.1029113131,-85.1019928819,-85.1039542306,-85.1144494344
16.58,-83.5012854846,-84.8960489796,-85.1029327211,-85.1020093374,-85.1039756501,-85.114475294
16.585,-83.5036901122,-84.8963488957,-85.1029541149,-85.1020257786,-85.103997047,-85.1145011244
16.59,-83.5060927748,-84.8966485917,-85.1029754944,-85.1020422056,-85.1040184215,-85.1145269258
16.595,-83.5084934739,-84.8969480677,-85.1029968598,-85.1020586185,-85.1040397736,-85.114552698
16.6,-83.5108922113,-84.897247324,-85.1030182109,-85.1020750172,-85.1040611033,-85.1145784413
16.605,-83.5132889884,-84.8975463606,-85.1030395479,-85.1020914018,-85.1040824107,-85.1146041557
16.61,-83.515683807,-84.8978451777,-85.1030608707,-85.1021077724,-85.1041036959,-85.1146298412
16.615,-83.5180766686,-84.8981437756,-85.1030821793,-85.1021241288,-85.1041249588,-85.1146554979
16.62,-83.5204675748,-84.8984421542,-85.1031034738,-85.1021404712,-85.1041461995,-85.1146811258
16.625,-83.5228565273,-84.8987403139,-85.1031247542,-85.1021567995,-85.104167418,-85.114706725
16.63,-83.5252435276,-84.8990382547,-85.1031460205,-85.1021731139,-85.1041886144,-85.1147322956
16.635,-83.5276285774,-84.8993359768,-85.1031672727,-85.1021894142,-85.1042097888,-85.1147578375
16.64,-83.5300116783,-84.8996334804,-85.1031885108,-85.1022057006,-85.1042309412,-85.114783351
16.645,-83.5323928319,-84.8999307656,-85.1032097349,-85.1022219731,-85.1042520715,-85.114808836
16.65,-83.5347720397,-84.9002278326,-85.1032309449,-85.1022382317,-85.1042731799,-85.1148342925
16.655,-83.5371493035,-84.9005246815,-85.1032521409,-85.1022544763,-85.1042942665,-85.1148597207
